Section,Url,Content,Metadata
232A. —Front Matter,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-chapter232A-front&num=0&edition=prelim,"18 USC Ch. 232A: Front Matter            Result 1 of 1                                      Current2018 Ed. and Supplement V (1/3/2024)2018 Ed. and Supplement IV (1/5/2023)2018 Ed. and Supplement III (1/3/2022)2018 Ed. and Supplement II (1/13/2021)2018 Ed. and Supplement I (1/24/2020)2018 Main Ed. (1/14/2019)2012 Ed. and Supplement V (1/12/2018)2012 Ed. and Supplement IV (1/6/2017)2012 Ed. and Supplement III (1/3/2016)2012 Ed. and Supplement II (1/5/2015)2012 Ed. and Supplement I (1/16/2014)2012 Main Ed. (1/15/2013)2006 Ed. and Supplement V (1/3/2012)2006 Ed. and Supplement IV (1/7/2011)2006 Ed. and Supplement III (2/1/2010)2006 Ed. and Supplement II (1/5/2009)2006 Ed. and Supplement I (1/8/2008)2006 Main Ed. (1/3/2007)2000 Ed. and Supplement V (1/2/2006)2000 Ed. and Supplement IV (1/3/2005)2000 Ed. and Supplement III (1/19/2004)2000 Ed. and Supplement II (1/6/2003)2000 Ed. and Supplement I (1/22/2002)2000 Main Ed. (1/2/2001)1994 Ed. and Supplement V (1/23/2000)1994 Ed. and Supplement IV (1/5/1999)1994 Ed. and Supplement III (1/26/1998)1994 Ed. and Supplement II (1/6/1997)1994 Ed. and Supplement I (1/16/1996)1994 Main Ed. (1/4/1995)                         Back to Original Document << Previous                                 TITLE 18 / PART II / CHAPTER 232A / Front Matter                                 Next >>[Print]                                  [Print selection][OLRC Home]Help 18 USC Ch. 232A: Front MatterFrom Title 18-CRIMES AND CRIMINAL PROCEDUREPART II-CRIMINAL PROCEDURECHAPTER 232A-SPECIAL FORFEITURE OF COLLATERAL PROFITS OF CRIMEJump To: MiscellaneousAmendmentsCHAPTER 232A-SPECIAL FORFEITURE OF COLLATERAL PROFITS OF CRIMESec.3681.Order of special forfeiture.3682.Notice to victims of order of special forfeiture.        Editorial NotesAmendments1986-Pub. L. 99–646, §41(b), (c), Nov. 10, 1986, 100 Stat. 3600, renumbered chapter 232 (relating to special forfeiture of collateral profits of crime) as chapter 232A, and renumbered items 3671 and 3672 as items 3681 and 3682, respectively.","Amendments1986-Pub. L. 99–646, §41(b), (c), Nov. 10, 1986, 100 Stat. 3600, renumbered chapter 232 (relating to special forfeiture of collateral profits of crime) as chapter 232A, and renumbered items 3671 and 3672 as items 3681 and 3682, respectively."
3681. Order of special forfeiture,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3681&num=0&edition=prelim,"(a) Upon the motion of the United States attorney made at any time after conviction of a defendant for an offense under section 794 of this title or for an offense against the United States resulting in physical harm to an individual, and after notice to any interested party, the court shall, if the court determines that the interest of justice or an order of restitution under this title so requires, order such defendant to forfeit all or any part of proceeds received or to be received by that defendant, or a transferee of that defendant, from a contract relating to a depiction of such crime in a movie, book, newspaper, magazine, radio or television production, or live entertainment of any kind, or an expression of that defendant's thoughts, opinions, or emotions regarding such crime.(b) An order issued under subsection (a) of this section shall require that the person with whom the defendant contracts pay to the Attorney General any proceeds due the defendant under such contract.(c)(1) Proceeds paid to the Attorney General under this section shall be retained in escrow in the Crime Victims Fund in the Treasury by the Attorney General for five years after the date of an order under this section, but during that five year period may-(A) be levied upon to satisfy-(i) a money judgment rendered by a United States district court in favor of a victim of an offense for which such defendant has been convicted, or a legal representative of such victim; and(ii) a fine imposed by a court of the United States; and(B) if ordered by the court in the interest of justice, be used to-(i) satisfy a money judgment rendered in any court in favor of a victim of any offense for which such defendant has been convicted, or a legal representative of such victim; and(ii) pay for legal representation of the defendant in matters arising from the offense for which such defendant has been convicted, but no more than 20 percent of the total proceeds may be so used.(2) The court shall direct the disposition of all such proceeds in the possession of the Attorney General at the end of such five years and may require that all or any part of such proceeds be released from escrow and paid into the Crime Victims Fund in the Treasury.(d) As used in this section, the term ""interested party"" includes the defendant and any transferee of proceeds due the defendant under the contract, the person with whom the defendant has contracted, and any person physically harmed as a result of the offense for which the defendant has been convicted.(Added Pub. L. 98–473, title II, §1406(a), Oct. 12, 1984, 98 Stat. 2175, §3671; amended Pub. L. 99–399, title XIII, §1306(c), Aug. 27, 1986, 100 Stat. 899; renumbered §3681 and amended Pub. L. 99–646, §§40, 41(a), Nov. 10, 1986, 100 Stat. 3600.)Editorial NotesAmendments1986-Subsec. (a). Pub. L. 99–646, §40, struck out ""chapter 227 or 231 of"" after ""restitution under"".Pub. L. 99–399 inserted ""an offense under section 794 of this title or for"".Statutory Notes and Related SubsidiariesEffective DateChapter effective 30 days after Oct. 12, 1984, see section 1409(a) of Pub. L. 98–473, set out as a note under section 20101 of Title 34, Crime Control and Law Enforcement.","Amendments1986-Subsec. (a). Pub. L. 99–646, §40, struck out ""chapter 227 or 231 of"" after ""restitution under"".Pub. L. 99–399 inserted ""an offense under section 794 of this title or for"".Statutory Notes and Related SubsidiariesEffective DateChapter effective 30 days after Oct. 12, 1984, see section 1409(a) of Pub. L. 98–473, set out as a note under section 20101 of Title 34, Crime Control and Law Enforcement."
3682. Notice to victims of order of special forfeiture,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3682&num=0&edition=prelim,"The United States attorney shall, within thirty days after the imposition of an order under this chapter and at such other times as the Attorney General may require, publish in a newspaper of general circulation in the district in which the offense for which a defendant was convicted occurred, a notice that states-(1) the name of, and other identifying information about, the defendant;(2) the offense for which the defendant was convicted; and(3) that the court has ordered a special forfeiture of certain proceeds that may be used to satisfy a judgment obtained against the defendant by a victim of an offense for which the defendant has been convicted.(Added Pub. L. 98–473, title II, §1406(a), Oct. 12, 1984, 98 Stat. 2176, §3672; renumbered §3682, Pub. L. 99–646, §41(a), Nov. 10, 1986, 100 Stat. 3600.)",
