Section,Url,Content,Metadata
26. -Front Matter,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-chapter26-front&num=0&edition=prelim,"18 USC Ch. 26: Front Matter            Result 1 of 1                                      Current2018 Ed. and Supplement V (1/3/2024)2018 Ed. and Supplement IV (1/5/2023)2018 Ed. and Supplement III (1/3/2022)2018 Ed. and Supplement II (1/13/2021)2018 Ed. and Supplement I (1/24/2020)2018 Main Ed. (1/14/2019)2012 Ed. and Supplement V (1/12/2018)2012 Ed. and Supplement IV (1/6/2017)2012 Ed. and Supplement III (1/3/2016)2012 Ed. and Supplement II (1/5/2015)2012 Ed. and Supplement I (1/16/2014)2012 Main Ed. (1/15/2013)2006 Ed. and Supplement V (1/3/2012)2006 Ed. and Supplement IV (1/7/2011)2006 Ed. and Supplement III (2/1/2010)2006 Ed. and Supplement II (1/5/2009)2006 Ed. and Supplement I (1/8/2008)2006 Main Ed. (1/3/2007)2000 Ed. and Supplement V (1/2/2006)2000 Ed. and Supplement IV (1/3/2005)2000 Ed. and Supplement III (1/19/2004)2000 Ed. and Supplement II (1/6/2003)2000 Ed. and Supplement I (1/22/2002)2000 Main Ed. (1/2/2001)1994 Ed. and Supplement V (1/23/2000)1994 Ed. and Supplement IV (1/5/1999)1994 Ed. and Supplement III (1/26/1998)1994 Ed. and Supplement II (1/6/1997)1994 Ed. and Supplement I (1/16/1996)1994 Main Ed. (1/4/1995)                         Back to Original Document << Previous                                 TITLE 18 / PART I / CHAPTER 26 / Front Matter                                 Next >>[Print]                                  [Print selection][OLRC Home]Help 18 USC Ch. 26: Front MatterFrom Title 18-CRIMES AND CRIMINAL PROCEDUREPART I-CRIMESCHAPTER 26-CRIMINAL STREET GANGSJump To: MiscellaneousAmendmentsCHAPTER 26-CRIMINAL STREET GANGSSec.521.Criminal street gangs.        Editorial NotesAmendments1996-Pub. L. 104–294, title VI, §604(a)(2), Oct. 11, 1996, 110 Stat. 3506, added chapter analysis.","Amendments1996-Pub. L. 104–294, title VI, §604(a)(2), Oct. 11, 1996, 110 Stat. 3506, added chapter analysis."
521. Criminal street gangs,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section521&num=0&edition=prelim,"(a) Definitions.-""conviction"" includes a finding, under State or Federal law, that a person has committed an act of juvenile delinquency involving a violent or controlled substances felony.""criminal street gang"" means an ongoing group, club, organization, or association of 5 or more persons-(A) that has as 1 of its primary purposes the commission of 1 or more of the criminal offenses described in subsection (c);(B) the members of which engage, or have engaged within the past 5 years, in a continuing series of offenses described in subsection (c); and(C) the activities of which affect interstate or foreign commerce.""State"" means a State of the United States, the District of Columbia, and any commonwealth, territory, or possession of the United States.(b) Penalty.-The sentence of a person convicted of an offense described in subsection (c) shall be increased by up to 10 years if the offense is committed under the circumstances described in subsection (d).(c) Offenses.-The offenses described in this section are-(1) a Federal felony involving a controlled substance (as defined in section 102 of the Controlled Substances Act (21 U.S.C. 802)) for which the maximum penalty is not less than 5 years;(2) a Federal felony crime of violence that has as an element the use or attempted use of physical force against the person of another;(3) a Federal offense involving human trafficking, sexual abuse, sexual exploitation, or transportation for prostitution or any illegal sexual activity; and(4) a conspiracy to commit an offense described in paragraph (1), (2), or (3).(d) Circumstances.-The circumstances described in this section are that the offense described in subsection (c) was committed by a person who-(1) participates in a criminal street gang with knowledge that its members engage in or have engaged in a continuing series of offenses described in subsection (c);(2) intends to promote or further the felonious activities of the criminal street gang or maintain or increase his or her position in the gang; and(3) has been convicted within the past 5 years for-(A) an offense described in subsection (c);(B) a State offense-(i) involving a controlled substance (as defined in section 102 of the Controlled Substances Act (21 U.S.C. 802)) for which the maximum penalty is not less than 5 years' imprisonment; or(ii) that is a felony crime of violence that has as an element the use or attempted use of physical force against the person of another;(C) any Federal or State felony offense that by its nature involves a substantial risk that physical force against the person of another may be used in the course of committing the offense; or(D) a conspiracy to commit an offense described in subparagraph (A), (B), or (C).(Added Pub. L. 103–322, title XV, §150001(a), Sept. 13, 1994, 108 Stat. 2034; amended Pub. L. 104–294, title VI, §607(q), Oct. 11, 1996, 110 Stat. 3513; Pub. L. 107–273, div. B, title IV, §4002(b)(3), Nov. 2, 2002, 116 Stat. 1807; Pub. L. 115–392, §12, Dec. 21, 2018, 132 Stat. 5255.)Editorial NotesAmendments2018-Subsec. (c)(3), (4). Pub. L. 115–392 added par. (3), redesignated former par. (3) as (4), and in par. (4), substituted ""(1), (2), or (3)"" for ""(1) or (2)"".2002-Subsec. (a). Pub. L. 107–273 realigned margins of par. defining ""State"".1996-Subsec. (a). Pub. L. 104–294 inserted par. defining ""State"" at end.","Amendments2018-Subsec. (c)(3), (4). Pub. L. 115–392 added par. (3), redesignated former par. (3) as (4), and in par. (4), substituted ""(1), (2), or (3)"" for ""(1) or (2)"".2002-Subsec. (a). Pub. L. 107–273 realigned margins of par. defining ""State"".1996-Subsec. (a). Pub. L. 104–294 inserted par. defining ""State"" at end."
