Section,Url,Content,Metadata
99. —Front Matter,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-chapter99-front&num=0&edition=prelim,18 USC Ch. 99: Front Matter            Result 1 of 1                                      Current2018 Ed. and Supplement V (1/3/2024)2018 Ed. and Supplement IV (1/5/2023)2018 Ed. and Supplement III (1/3/2022)2018 Ed. and Supplement II (1/13/2021)2018 Ed. and Supplement I (1/24/2020)2018 Main Ed. (1/14/2019)2012 Ed. and Supplement V (1/12/2018)2012 Ed. and Supplement IV (1/6/2017)2012 Ed. and Supplement III (1/3/2016)2012 Ed. and Supplement II (1/5/2015)2012 Ed. and Supplement I (1/16/2014)2012 Main Ed. (1/15/2013)2006 Ed. and Supplement V (1/3/2012)2006 Ed. and Supplement IV (1/7/2011)2006 Ed. and Supplement III (2/1/2010)2006 Ed. and Supplement II (1/5/2009)2006 Ed. and Supplement I (1/8/2008)2006 Main Ed. (1/3/2007)2000 Ed. and Supplement V (1/2/2006)2000 Ed. and Supplement IV (1/3/2005)2000 Ed. and Supplement III (1/19/2004)2000 Ed. and Supplement II (1/6/2003)2000 Ed. and Supplement I (1/22/2002)2000 Main Ed. (1/2/2001)1994 Ed. and Supplement V (1/23/2000)1994 Ed. and Supplement IV (1/5/1999)1994 Ed. and Supplement III (1/26/1998)1994 Ed. and Supplement II (1/6/1997)1994 Ed. and Supplement I (1/16/1996)1994 Main Ed. (1/4/1995)                         Back to Original Document << Previous                                 TITLE 18 / PART I / CHAPTER 99 / Front Matter                                 Next >>[Print]                                  [Print selection][OLRC Home]Help 18 USC Ch. 99: Front MatterFrom Title 18-CRIMES AND CRIMINAL PROCEDUREPART I-CRIMESCHAPTER 99-REPEALED[CHAPTER 99-REPEALED],
"2031. , 2032. Repealed. Pub. L. 99-646, §87(c)(1), Nov. 10, 1986, 100 Stat. 3623; Pub. L. 99-654, §3(a)(1), Nov. 14, 1986, 100 Stat. 3663",https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section2031&num=0&edition=prelim,"18 USC 2031 to 2032: Repealed. Pub. L. 99-646, §87(c)(1), Nov. 10, 1986, 100 Stat. 3623; Pub. L. 99-654, §3(a)(1), Nov. 14, 1986, 100 Stat. 3663            Result 1 of 1                                      Current2018 Ed. and Supplement V (1/3/2024)2018 Ed. and Supplement IV (1/5/2023)2018 Ed. and Supplement III (1/3/2022)2018 Ed. and Supplement II (1/13/2021)2018 Ed. and Supplement I (1/24/2020)2018 Main Ed. (1/14/2019)2012 Ed. and Supplement V (1/12/2018)2012 Ed. and Supplement IV (1/6/2017)2012 Ed. and Supplement III (1/3/2016)2012 Ed. and Supplement II (1/5/2015)2012 Ed. and Supplement I (1/16/2014)2012 Main Ed. (1/15/2013)2006 Ed. and Supplement V (1/3/2012)2006 Ed. and Supplement IV (1/7/2011)2006 Ed. and Supplement III (2/1/2010)2006 Ed. and Supplement II (1/5/2009)2006 Ed. and Supplement I (1/8/2008)2006 Main Ed. (1/3/2007)2000 Ed. and Supplement V (1/2/2006)2000 Ed. and Supplement IV (1/3/2005)2000 Ed. and Supplement III (1/19/2004)2000 Ed. and Supplement II (1/6/2003)2000 Ed. and Supplement I (1/22/2002)2000 Main Ed. (1/2/2001)1994 Ed. and Supplement V (1/23/2000)1994 Ed. and Supplement IV (1/5/1999)1994 Ed. and Supplement III (1/26/1998)1994 Ed. and Supplement II (1/6/1997)1994 Ed. and Supplement I (1/16/1996)1994 Main Ed. (1/4/1995)                         Back to Original Document << Previous                                 TITLE 18 / PART I / CHAPTER 99 / §§ 2031 to 2032                                 Next >>[Print]                                  [Print selection][OLRC Home]Help 18 USC 2031 to 2032: Repealed. Pub. L. 99-646, §87(c)(1), Nov. 10, 1986, 100 Stat. 3623; Pub. L. 99-654, §3(a)(1), Nov. 14, 1986, 100 Stat. 3663Text contains those laws in effect on September 28, 2024From Title 18-CRIMES AND CRIMINAL PROCEDUREPART I-CRIMESCHAPTER 99-REPEALEDJump To: Miscellaneous[§§2031, 2032. Repealed. Pub. L. 99–646, §87(c)(1), Nov. 10, 1986, 100 Stat. 3623; Pub. L. 99–654, §3(a)(1), Nov. 14, 1986, 100 Stat. 3663]Section 2031, act June 25, 1948, ch. 645, 62 Stat. 795, prescribed penalties for commission of rape within special maritime and territorial jurisdiction.Section 2032, act June 25, 1948, ch. 645, 62 Stat. 795, prescribed penalties for carnal knowledge of female under 16 within special maritime and territorial jurisdiction.Statutory Notes and Related SubsidiariesEffective Date of RepealRepeal by Pub. L. 99–646 andPub. L. 99–654 effective, respectively, 30 days after Nov. 10, 1986, and 30 days after Nov. 14, 1986, see section 87 of Pub. L. 99–646 and section 4 of Pub. L. 99–654, set out as an Effective Date note under section 2241 of this title.",
